# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20200501-20200531
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
female,25-34,New Visitor,Organic Search,United States,US$175.00,422,131,31.04%,12,2.84%,3,0.71%,421,422,23:54:00,"2,513"
female,25-34,Returning Visitor,Organic Search,United States,US$103.00,264,76,28.79%,14,5.30%,2,0.76%,155,0,21:46:07,"1,757"
male,25-34,Returning Visitor,Organic Search,United States,US$86.65,358,108,30.17%,13,3.63%,1,0.28%,207,0,34:33:11,"3,278"
male,55-64,New Visitor,Organic Search,United States,US$74.50,119,42,35.29%,4,3.36%,3,2.52%,119,119,07:06:36,691
male,45-54,New Visitor,Organic Search,United States,US$67.20,173,56,32.37%,5,2.89%,3,1.73%,173,173,11:42:07,"1,260"
female,35-44,Returning Visitor,Organic Search,United States,US$59.44,99,28,28.28%,5,5.05%,1,1.01%,60,0,08:44:16,918
female,45-54,New Visitor,Organic Search,United States,US$55.00,116,46,39.66%,2,1.72%,1,0.86%,116,116,05:40:29,474
female,65+,New Visitor,Organic Search,United States,US$45.80,86,33,38.37%,2,2.33%,1,1.16%,86,86,03:58:02,446
female,35-44,New Visitor,Organic Search,United States,US$31.00,180,65,36.11%,4,2.22%,1,0.56%,179,180,08:57:04,995
female,45-54,Returning Visitor,Direct,United States,US$25.00,30,10,33.33%,2,6.67%,1,3.33%,16,0,01:42:06,188
male,35-44,Returning Visitor,Organic Search,United States,US$17.00,157,59,37.58%,3,1.91%,1,0.64%,92,0,10:55:26,"1,145"
female,18-24,New Visitor,(Other),United States,US$0.00,10,4,40.00%,0,0.00%,0,0.00%,10,10,00:22:39,34
female,18-24,New Visitor,Affiliates,India,US$0.00,13,7,53.85%,0,0.00%,0,0.00%,13,13,00:05:06,24
female,18-24,New Visitor,Affiliates,United States,US$0.00,11,6,54.55%,0,0.00%,0,0.00%,11,11,01:10:27,37
female,18-24,New Visitor,Direct,Brazil,US$0.00,14,8,57.14%,0,0.00%,0,0.00%,14,14,00:22:30,36
female,18-24,New Visitor,Direct,Canada,US$0.00,19,7,36.84%,0,0.00%,0,0.00%,19,19,01:01:53,75
female,18-24,New Visitor,Direct,Hong Kong,US$0.00,10,5,50.00%,0,0.00%,0,0.00%,10,10,00:31:53,29
female,18-24,New Visitor,Direct,India,US$0.00,25,11,44.00%,0,0.00%,0,0.00%,25,25,01:01:51,95
female,18-24,New Visitor,Direct,South Korea,US$0.00,10,5,50.00%,0,0.00%,0,0.00%,10,10,00:14:57,41
female,18-24,New Visitor,Direct,Poland,US$0.00,16,5,31.25%,0,0.00%,0,0.00%,16,16,00:22:46,46
female,18-24,New Visitor,Direct,United States,US$0.00,152,36,23.68%,3,1.97%,0,0.00%,152,152,13:08:57,849
female,18-24,New Visitor,Display,United States,US$0.00,15,13,86.67%,0,0.00%,0,0.00%,15,15,00:01:57,21
female,18-24,New Visitor,Organic Search,Argentina,US$0.00,16,13,81.25%,0,0.00%,0,0.00%,16,16,00:12:37,33
female,18-24,New Visitor,Organic Search,Australia,US$0.00,22,14,63.64%,0,0.00%,0,0.00%,22,22,00:51:12,46
female,18-24,New Visitor,Organic Search,Belgium,US$0.00,12,6,50.00%,0,0.00%,0,0.00%,12,12,00:04:00,21
female,18-24,New Visitor,Organic Search,Brazil,US$0.00,33,25,75.76%,0,0.00%,0,0.00%,33,33,00:22:56,84
female,18-24,New Visitor,Organic Search,Canada,US$0.00,45,18,40.00%,0,0.00%,0,0.00%,45,45,01:06:03,147
female,18-24,New Visitor,Organic Search,China,US$0.00,12,9,75.00%,0,0.00%,0,0.00%,12,12,00:09:35,22
female,18-24,New Visitor,Organic Search,Colombia,US$0.00,26,23,88.46%,0,0.00%,0,0.00%,26,26,00:26:00,50
female,18-24,New Visitor,Organic Search,Germany,US$0.00,44,32,72.73%,0,0.00%,0,0.00%,44,44,00:25:55,92
female,18-24,New Visitor,Organic Search,Ecuador,US$0.00,10,9,90.00%,0,0.00%,0,0.00%,10,10,00:01:12,12
female,18-24,New Visitor,Organic Search,Spain,US$0.00,51,39,76.47%,0,0.00%,0,0.00%,51,51,00:35:41,97
female,18-24,New Visitor,Organic Search,France,US$0.00,71,40,56.34%,0,0.00%,0,0.00%,71,71,03:22:35,177
female,18-24,New Visitor,Organic Search,United Kingdom,US$0.00,74,53,71.62%,0,0.00%,0,0.00%,74,74,01:26:05,160
female,18-24,New Visitor,Organic Search,Hong Kong,US$0.00,15,8,53.33%,0,0.00%,0,0.00%,15,15,00:40:56,89
