# ----------------------------------------
# 1 Master View
# Sessions - Details of Cities - Export by Month
# 20220901-20220930
# ----------------------------------------

City ID,City,Country,Country ISO Code,Continent,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
1026398,Flower Mound,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,2,00:01:59,10
1026401,Forney,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,3,0,00:00:45,5
1026419,Garland,United States,US,Americas,US$0.00,16,4,25.00%,0,0.00%,0,0.00%,9,8,00:55:37,157
1026424,Georgetown,United States,US,Americas,US$0.00,13,6,46.15%,1,7.69%,0,0.00%,8,5,00:28:28,56
1026430,Glen Rose,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026433,Gonzales,United States,US,Americas,US$0.00,2,1,50.00%,0,0.00%,0,0.00%,2,1,00:01:13,4
1026438,Granbury,United States,US,Americas,US$0.00,5,2,40.00%,0,0.00%,0,0.00%,3,2,00:01:36,9
1026439,Grand Prairie,United States,US,Americas,US$0.00,8,3,37.50%,1,12.50%,0,0.00%,5,4,01:00:07,100
1026441,Grapevine,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,2,00:04:42,14
1026444,Groves,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026467,Hempstead,United States,US,Americas,US$0.00,1,0,0.00%,1,100.00%,0,0.00%,1,1,00:27:31,45
1026489,Huntsville,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,3,3,00:02:27,15
1026490,Hurst,United States,US,Americas,US$0.00,4,1,25.00%,1,25.00%,0,0.00%,1,0,00:52:56,133
1026497,Irving,United States,US,Americas,US$0.00,29,7,24.14%,4,13.79%,0,0.00%,18,13,03:34:28,467
1026502,Jacksonville,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026517,Keene,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026518,Keller,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,3,00:06:08,8
1026526,Kerrville,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026528,Killeen,United States,US,Americas,US$0.00,3,3,100.00%,0,0.00%,0,0.00%,3,2,00:00:00,3
1026533,Kyle,United States,US,Americas,US$0.00,16,1,6.25%,4,25.00%,0,0.00%,7,5,02:29:16,269
1026537,La Porte,United States,US,Americas,US$0.00,2,1,50.00%,0,0.00%,0,0.00%,2,2,00:11:58,6
1026544,Lake Jackson,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026547,Lancaster,United States,US,Americas,US$0.00,3,0,0.00%,0,0.00%,0,0.00%,2,2,00:11:10,18
1026548,Laredo,United States,US,Americas,US$0.00,9,7,77.78%,0,0.00%,0,0.00%,9,9,00:01:11,13
1026556,Lewisville,United States,US,Americas,US$0.00,4,0,0.00%,0,0.00%,0,0.00%,3,2,00:06:32,40
1026562,Little Elm,United States,US,Americas,US$0.00,7,1,14.29%,1,14.29%,0,0.00%,4,3,01:12:28,229
1026566,Livingston,United States,US,Americas,US$0.00,1,0,0.00%,1,100.00%,0,0.00%,1,1,00:17:36,31
1026572,Longview,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,2,2,00:32:08,15
1026578,Lubbock,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026581,Lumberton,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:39,4
1026582,Lyford,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026584,Mabank,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026590,Manor,United States,US,Americas,US$0.00,5,1,20.00%,1,20.00%,0,0.00%,3,2,00:27:20,48
1026591,Mansfield,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026592,Marble Falls,United States,US,Americas,US$0.00,6,0,0.00%,1,16.67%,0,0.00%,4,3,01:57:59,127
1026607,McKinney,United States,US,Americas,US$0.00,27,10,37.04%,2,7.41%,0,0.00%,15,11,01:48:47,243
1026609,McAllen,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,4,4,00:00:31,7
1026619,Mesquite,United States,US,Americas,US$0.00,4,2,50.00%,0,0.00%,0,0.00%,3,2,00:44:19,19
1026623,Midlothian,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,2,00:01:44,6
1026629,Mission,United States,US,Americas,US$0.00,7,4,57.14%,0,0.00%,0,0.00%,7,7,00:04:25,16
1026630,Missouri City,United States,US,Americas,US$0.00,17,3,17.65%,3,17.65%,0,0.00%,9,7,02:10:15,190
1026639,Mount Pleasant,United States,US,Americas,US$0.00,3,3,100.00%,0,0.00%,0,0.00%,3,3,00:00:00,3
1026658,North Richland Hills,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,3,3,00:04:54,22
1026661,Odessa,United States,US,Americas,US$0.00,6,4,66.67%,1,16.67%,0,0.00%,2,1,00:09:13,17
1026664,Orange,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026675,Pampa,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:05:40,4
1026678,Paris,United States,US,Americas,US$0.00,5,2,40.00%,0,0.00%,0,0.00%,3,3,00:08:08,18
1026688,Pharr,United States,US,Americas,US$0.00,4,4,100.00%,0,0.00%,0,0.00%,3,3,00:00:00,4
1026690,Pinehurst,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026695,Plano,United States,US,Americas,US$0.00,44,12,27.27%,4,9.09%,0,0.00%,23,20,04:28:49,393
1026701,Port Arthur,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026703,Port Neches,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:53,3
