# ----------------------------------------
# 1 Master View
# Sessions - Details of Cities - Export by Month
# 20220801-20220831
# ----------------------------------------

City ID,City,Country,Country ISO Code,Continent,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
1026492,Hutto,United States,US,Americas,US$0.00,6,1,16.67%,0,0.00%,0,0.00%,2,1,00:19:21,40
1026502,Jacksonville,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026528,Killeen,United States,US,Americas,US$0.00,13,2,15.38%,0,0.00%,0,0.00%,6,5,00:40:12,98
1026545,Lamesa,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026547,Lancaster,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:02:02,3
1026548,Laredo,United States,US,Americas,US$0.00,5,2,40.00%,0,0.00%,0,0.00%,5,4,00:19:01,18
1026551,League City,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,4,4,00:00:10,5
1026562,Little Elm,United States,US,Americas,US$0.00,5,0,0.00%,0,0.00%,0,0.00%,4,2,00:11:02,43
1026572,Longview,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026578,Lubbock,United States,US,Americas,US$0.00,10,7,70.00%,0,0.00%,0,0.00%,10,8,00:02:35,18
1026579,Lufkin,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:01:25,2
1026584,Mabank,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:17,2
1026586,Magnolia,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:30,2
1026590,Manor,United States,US,Americas,US$0.00,5,2,40.00%,0,0.00%,0,0.00%,4,4,00:15:47,43
1026591,Mansfield,United States,US,Americas,US$0.00,5,2,40.00%,1,20.00%,0,0.00%,3,3,00:31:59,50
1026592,Marble Falls,United States,US,Americas,US$0.00,4,0,0.00%,0,0.00%,0,0.00%,4,4,00:33:43,24
1026607,McKinney,United States,US,Americas,US$0.00,19,7,36.84%,1,5.26%,0,0.00%,14,10,01:15:55,108
1026609,McAllen,United States,US,Americas,US$0.00,13,8,61.54%,1,7.69%,0,0.00%,10,9,00:18:14,54
1026619,Mesquite,United States,US,Americas,US$0.00,4,0,0.00%,0,0.00%,0,0.00%,2,1,00:04:37,30
1026623,Midlothian,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,2,2,00:05:09,10
1026627,Mineola,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:38,2
1026629,Mission,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,3,3,00:01:00,4
1026639,Mount Pleasant,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026652,New Caney,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026658,North Richland Hills,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026661,Odessa,United States,US,Americas,US$0.00,12,5,41.67%,0,0.00%,0,0.00%,8,6,00:28:34,37
1026663,Onalaska,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:04:43,5
1026678,Paris,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026680,Pasadena,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,4,4,00:08:53,12
1026681,Pearland,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,4,3,00:04:59,27
1026688,Pharr,United States,US,Americas,US$0.00,5,5,100.00%,0,0.00%,0,0.00%,5,5,00:00:00,5
1026700,Port Aransas,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:02:07,3
1026716,Prosper,United States,US,Americas,US$0.00,5,3,60.00%,0,0.00%,0,0.00%,5,5,00:03:16,9
1026727,Refugio,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,2
1026729,Richardson,United States,US,Americas,US$0.00,23,12,52.17%,0,0.00%,0,0.00%,20,18,01:16:07,122
1026730,Richmond,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026731,Rio Grande City,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026741,Rockwall,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,2,2,00:07:22,8
1026744,Rosenberg,United States,US,Americas,US$0.00,3,3,100.00%,0,0.00%,0,0.00%,3,3,00:00:00,3
1026750,Rowlett,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:04:48,14
1026758,San Angelo,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,3,3,00:02:57,8
1026761,San Benito,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,2
1026764,San Juan,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,2,2,00:07:30,7
1026765,San Marcos,United States,US,Americas,US$0.00,4,2,50.00%,0,0.00%,0,0.00%,2,1,00:03:01,9
1026798,Snyder,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:02:03,5
1026804,Southlake,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:03:35,5
1026808,Spring,United States,US,Americas,US$0.00,8,2,25.00%,2,25.00%,0,0.00%,6,5,00:51:05,71
1026813,Stafford,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:37,7
1026830,Taylor,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:19:36,33
1026831,Temple,United States,US,Americas,US$0.00,3,3,100.00%,0,0.00%,0,0.00%,3,2,00:00:00,3
1026833,Terrell,United States,US,Americas,US$0.00,4,3,75.00%,0,0.00%,0,0.00%,3,3,00:05:23,9
1026836,The Colony,United States,US,Americas,US$0.00,4,2,50.00%,0,0.00%,0,0.00%,2,1,00:07:43,31
1026855,Tyler,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,2,1,00:00:27,4
1026858,Uvalde,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026865,Victoria,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:11:26,25
1026867,Waco,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,2,2,00:00:35,4
1026873,Waxahachie,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,0,00:01:48,12
1026874,Weatherford,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026878,Weslaco,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026881,Wharton,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026889,Wichita Falls,United States,US,Americas,US$0.00,4,1,25.00%,0,0.00%,0,0.00%,4,4,00:05:35,15
1026899,Wylie,United States,US,Americas,US$0.00,8,3,37.50%,0,0.00%,0,0.00%,6,4,00:14:24,22
1026901,Zapata,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026902,Alpine,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026903,American Fork,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026909,Bountiful,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,0,00:00:11,2
1026910,Brigham City,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,1,0,00:00:47,4
1026915,Clearfield,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026917,Corinne,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:12:34,18
1026920,Draper,United States,US,Americas,US$0.00,3,1,33.33%,1,33.33%,0,0.00%,3,1,00:05:02,16
1026930,Farmington,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:39,3
1026941,Ivins,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026944,Kanab,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,0,00:00:00,1
1026947,Layton,United States,US,Americas,US$0.00,2,1,50.00%,0,0.00%,0,0.00%,2,2,00:00:37,3
1026952,Logan,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:15:50,31
1026953,Magna,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026957,Midvale,United States,US,Americas,US$0.00,2,0,0.00%,0,0.00%,0,0.00%,2,2,00:07:16,16
1026965,Nephi,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026968,North Salt Lake,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026969,Ogden,United States,US,Americas,US$0.00,4,0,0.00%,0,0.00%,0,0.00%,3,1,00:30:07,16
1026971,Orem,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,2,00:01:06,6
1026977,Pleasant Grove,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,2,1,00:01:49,15
1026978,Price,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:15,2
1026980,Provo,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,2,00:03:12,8
1026984,Riverton,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,3,00:03:39,15
1026986,Roosevelt,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026987,Roy,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,3,3,00:01:08,6
1026989,Salem,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026990,Salt Lake City,United States,US,Americas,US$0.00,29,11,37.93%,0,0.00%,0,0.00%,25,20,02:01:16,141
1026991,Sandy,United States,US,Americas,US$0.00,6,4,66.67%,0,0.00%,0,0.00%,4,2,00:03:19,13
1026993,Santaquin,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1026995,South Jordan,United States,US,Americas,US$0.00,3,2,66.67%,1,33.33%,0,0.00%,3,3,00:01:27,7
1026996,Spanish Fork,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,2,2,00:00:00,2
1026998,Springville,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,1,00:00:29,6
1026999,St. George,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,2
1027001,Syracuse,United States,US,Americas,US$0.00,3,1,33.33%,0,0.00%,0,0.00%,2,1,00:02:08,10
1027008,Washington,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1027023,Annandale,United States,US,Americas,US$0.00,12,4,33.33%,0,0.00%,0,0.00%,10,8,00:09:53,40
1027025,Arcola,United States,US,Americas,US$0.00,1,0,0.00%,0,0.00%,0,0.00%,1,0,00:00:42,3
1027026,Ark,United States,US,Americas,US$0.00,2,2,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,2
1027041,Blacksburg,United States,US,Americas,US$0.00,3,2,66.67%,0,0.00%,0,0.00%,2,2,00:00:27,4
1027044,Bluefield,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
1027048,Boydton,United States,US,Americas,US$0.00,1,1,100.00%,0,0.00%,0,0.00%,1,1,00:00:00,1
