# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20220501-20220531
# ----------------------------------------

Country,Source,Medium,Campaign,Device Category,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
United States,(direct),(none),(not set),desktop,"US$164,384.01","11,104","2,699",24.31%,"1,644",14.81%,956,8.61%,"5,559",0,1074:27:00,"104,915"
United States,google,cpc, MIX | Txt ~ AW-Brand (US/Cali),desktop,"US$8,840.85",878,193,21.98%,113,12.87%,67,7.63%,436,0,75:14:37,"7,675"
United Kingdom,(direct),(none),(not set),desktop,"US$6,693.12","1,798",684,38.04%,114,6.34%,40,2.22%,842,0,146:12:07,"9,330"
United States,(direct),(none),(not set),mobile,"US$4,376.16","1,607",910,56.63%,73,4.54%,46,2.86%,905,0,80:38:55,"8,440"
United States,google,cpc, Test,desktop,"US$3,675.96",650,501,77.08%,20,3.08%,9,1.38%,349,0,15:48:01,"1,787"
Canada,(direct),(none),(not set),desktop,"US$2,375.92",633,181,28.59%,69,10.90%,15,2.37%,366,0,63:13:52,"5,541"
United States,google,cpc, MIX | Txt ~ AW - Apparel,desktop,"US$1,797.26",148,40,27.03%,25,16.89%,17,11.49%,92,0,15:26:53,"1,361"
Brazil,(direct),(none),(not set),desktop,"US$1,676.00",185,87,47.03%,13,7.03%,3,1.62%,112,0,13:25:22,"1,303"
Canada,google,cpc, MIX | Txt ~ AW-Brand (US/Cali),desktop,"US$1,484.00",16,7,43.75%,5,31.25%,2,12.50%,3,0,01:53:27,119
Puerto Rico,(direct),(none),(not set),desktop,"US$1,436.00",6,2,33.33%,1,16.67%,1,16.67%,1,0,03:56:52,356
United States,google,cpc, MIX | Txt ~ AW-Brand (US/Cali),mobile,US$968.00,290,142,48.97%,16,5.52%,13,4.48%,174,0,17:54:34,"1,843"
United States,Partners,affiliate,Data Share Promo,desktop,US$832.00,24,9,37.50%,2,8.33%,1,4.17%,10,0,01:24:28,122
Israel,(direct),(none),(not set),desktop,US$773.40,74,28,37.84%,7,9.46%,3,4.05%,41,0,06:37:25,549
Taiwan,(direct),(none),(not set),desktop,US$752.00,320,151,47.19%,22,6.88%,2,0.62%,179,0,25:41:01,"1,521"
Singapore,(direct),(none),(not set),desktop,US$712.80,322,156,48.45%,19,5.90%,4,1.24%,155,0,30:37:27,"1,470"
Switzerland,(direct),(none),(not set),desktop,US$596.80,69,21,30.43%,9,13.04%,2,2.90%,46,0,04:50:44,400
Colombia,(direct),(none),(not set),desktop,US$559.64,98,39,39.80%,5,5.10%,2,2.04%,66,0,07:34:17,446
United States,google,cpc, BMM | Txt ~ AW - Hoodies,desktop,US$501.60,18,2,11.11%,2,11.11%,1,5.56%,8,0,02:05:24,123
Egypt,(direct),(none),(not set),desktop,US$420.00,19,10,52.63%,1,5.26%,1,5.26%,16,0,02:22:50,245
United States,google,cpc, MIX | Txt ~ AW - Apparel,mobile,US$328.10,165,75,45.45%,11,6.67%,7,4.24%,109,0,11:18:42,"1,219"
United Kingdom,google,cpc, MIX | Txt ~ AW-Brand (US/Cali),desktop,US$290.40,76,13,17.11%,5,6.58%,1,1.32%,28,0,08:58:47,458
Spain,(direct),(none),(not set),desktop,US$216.80,612,326,53.27%,13,2.12%,1,0.16%,353,0,50:49:13,"2,113"
